Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
127,A,Naypyitaw,Member,Female,Fashion accessories,68.43,7,23.9505,502.9605,04-24-2019,10,Cash,479.01000000000005,4.761904762,23.9505,3.9
128,C,Naypyitaw,Member,Female,Electronic accessories,54.99,2,5.499,115.479,05-14-2019,16,Cash,109.98,4.761904762,5.499,8.6
129,C,Yangon,Member,Male,Health and beauty,90.33,8,36.132,758.772,04-07-2019,11,,722.6400000000001,4.761904762,36.132,2.4
130,B,Mandalay,Member,Male,Fashion accessories,89.82,6,26.946,565.866,06-27-2019,10,Credit card,538.92,4.761904762,26.946,7.8
131,B,Yangon,Member,Female,Home and lifestyle,30.5,1,1.525,32.025,04-20-2019,17,,30.5,4.761904762,1.525,4.2
132,B,Naypyitaw,Member,Female,Home and lifestyle,89.31,5,22.3275,468.8775,04-22-2019,17,Cash,446.55,4.761904762,22.3275,5.6
133,C,Mandalay,Normal,Male,Home and lifestyle,66.22,10,33.11,695.31,04-24-2019,18,Credit card,662.1999999999999,4.761904762,33.11,1.5
134,A,Naypyitaw,Normal,Male,Electronic accessories,97.78,8,39.112,821.352,04-24-2019,19,Credit card,782.24,4.761904762,39.112,5.3
135,A,Mandalay,Member,Male,Health and beauty,63.62,1,3.181,66.801,06-29-2019,14,,63.620000000000005,4.761904762,3.181,4.4
136,C,Naypyitaw,Member,Female,Electronic accessories,92.99,8,37.196,781.116,05-08-2019,18,Credit card,743.92,4.761904762,37.196,7.9
137,A,Yangon,Normal,Male,Electronic accessories,24.06,1,1.203,25.263,05-10-2019,11,Credit card,24.060000000000002,4.761904762,1.203,5.5
138,B,Yangon,Normal,Female,Health and beauty,31.05,3,4.6575,97.8075,04-27-2019,15,Ewallet,93.15,4.761904762,4.6575,1
139,C,Mandalay,Member,Female,Electronic accessories,3.27,8,1.308,27.468,05-26-2019,15,,26.16,4.761904762,1.308,9.8
140,B,Mandalay,Normal,Female,Home and lifestyle,61.37,3,9.2055,193.3155,06-18-2019,14,,184.10999999999999,4.761904762,9.2055,3.7
141,C,Mandalay,Normal,Female,Home and lifestyle,42.28,4,8.456,177.576,04-24-2019,21,Credit card,169.12,4.761904762,8.456,7.5
142,A,Yangon,Normal,Female,Home and lifestyle,53.34,3,8.001,168.021,06-29-2019,10,,160.01999999999998,4.761904762,8.001,8.6
143,A,Mandalay,Normal,Male,Home and lifestyle,82.27,9,37.0215,777.4515,04-18-2019,10,,740.4300000000001,4.761904762,37.0215,6.1
144,C,Naypyitaw,Member,Female,Electronic accessories,88.96,7,31.136,653.856,05-28-2019,19,Ewallet,622.72,4.761904762,31.136,8.4
145,A,Yangon,Member,Female,Health and beauty,53.81,8,21.524,452.004,05-27-2019,21,Cash,430.48,4.761904762,21.524,5.7
146,C,Mandalay,Member,Male,Fashion accessories,18.01,8,7.204,151.284,04-04-2019,16,Ewallet,144.07999999999998,4.761904762,7.204,1.3
147,A,Mandalay,Member,Female,Health and beauty,48.71,3,7.3065,153.4365,06-19-2019,10,,146.13,4.761904762,7.3065,8.3
148,C,Yangon,Normal,Male,Health and beauty,68.65,6,20.595,432.495,04-15-2019,20,Credit card,411.9,4.761904762,20.595,9.3
149,C,Yangon,Normal,Male,Fashion accessories,94.85,1,4.7425,99.5925,05-25-2019,9,Ewallet,94.85,4.761904762,4.7425,3.5
150,A,Naypyitaw,Normal,Female,Electronic accessories,8.77,10,4.385,92.085,06-22-2019,20,Cash,87.69999999999999,4.761904762,4.385,6.6
151,C,Yangon,Normal,Male,Home and lifestyle,73.97,3,11.0955,233.0055,05-17-2019,19,Credit card,221.91000000000003,4.761904762,11.0955,9.1
152,B,Naypyitaw,Normal,Male,Food and beverages,57.46,7,20.111,422.331,06-26-2019,12,,402.22,4.761904762,20.111,7.9
153,B,Naypyitaw,Member,Male,Sports and travel,6.06,9,2.727,57.267,04-16-2019,11,,54.540000000000006,4.761904762,2.727,4.3
154,C,Naypyitaw,Member,Male,Sports and travel,79.34,2,7.934,166.614,06-16-2019,18,Credit card,158.68,4.761904762,7.934,2.1
155,C,Mandalay,Member,Male,Electronic accessories,10.03,10,5.015,105.315,04-26-2019,15,Ewallet,100.3,4.761904762,5.015,4.9
156,B,Mandalay,Normal,Female,Sports and travel,68.71,8,27.484,577.164,06-22-2019,13,Cash,549.68,4.761904762,27.484,7.3
157,C,Mandalay,Normal,Female,Health and beauty,25.68,10,12.84,269.64,05-01-2019,10,Credit card,256.8,4.761904762,12.84,9.3
158,A,Mandalay,Normal,Female,Health and beauty,94.96,8,37.984,797.664,04-24-2019,15,,759.68,4.761904762,37.984,4.2
159,A,Yangon,Normal,Female,Sports and travel,3.81,5,0.9525,20.0025,04-28-2019,14,Ewallet,19.05,4.761904762,0.9525,9.8
160,A,Naypyitaw,Member,Female,Sports and travel,67.34,10,33.67,707.07,06-25-2019,10,Credit card,673.4000000000001,4.761904762,33.67,3.4
161,C,Naypyitaw,Member,Male,Home and lifestyle,28.23,8,11.292,237.132,04-25-2019,11,Credit card,225.84,4.761904762,11.292,9.8
162,C,Naypyitaw,Normal,Male,Health and beauty,51.78,9,23.301,489.321,05-01-2019,14,Ewallet,466.02000000000004,4.761904762,23.301,9.8
163,C,Yangon,Member,Male,Electronic accessories,64.44,4,12.888,270.648,06-02-2019,13,Credit card,257.76000000000005,4.761904762,12.888,7.6
164,C,Naypyitaw,Normal,Female,Food and beverages,28.2,2,2.82,59.22,05-08-2019,17,,56.4,4.761904762,2.82,8
165,C,Mandalay,Member,Female,Sports and travel,34.99,8,13.996,293.916,05-19-2019,9,Cash,279.92,4.761904762,13.996,8.1
166,A,Naypyitaw,Member,Male,Health and beauty,19.25,3,2.8875,60.6375,04-24-2019,14,Cash,57.75,4.761904762,2.8875,1.1
167,C,Naypyitaw,Member,Female,Health and beauty,18.52,1,0.926,19.446,06-19-2019,9,Credit card,18.520000000000003,4.761904762,0.926,10
168,B,Naypyitaw,Normal,Female,Food and beverages,97.84,4,19.568,410.928,06-09-2019,12,Credit card,391.36,4.761904762,19.568,3.9
169,C,Naypyitaw,Normal,Male,Food and beverages,67.18,1,3.359,70.539,04-19-2019,15,Ewallet,67.18,4.761904762,3.359,1.5
170,B,Mandalay,Member,Female,Food and beverages,79.3,7,27.755,582.855,06-21-2019,18,Ewallet,555.1,4.761904762,27.755,4.9
171,A,Yangon,Member,Female,Fashion accessories,31.91,1,1.5955,33.5055,06-29-2019,20,,31.909999999999997,4.761904762,1.5955,5.6
172,A,Yangon,Member,Male,Food and beverages,41.43,8,16.572,348.012,06-09-2019,9,,331.44,4.761904762,16.572,8.6
173,B,Naypyitaw,Normal,Male,Health and beauty,19.84,4,3.968,83.328,06-19-2019,9,Credit card,79.36,4.761904762,3.968,9.9
174,B,Mandalay,Member,Male,Home and lifestyle,72.06,1,3.603,75.663,06-13-2019,20,Cash,72.06,4.761904762,3.603,6.8
175,B,Yangon,Normal,Female,Fashion accessories,20.23,5,5.0575,106.2075,06-09-2019,17,Credit card,101.14999999999999,4.761904762,5.0575,6.3
176,A,Mandalay,Member,Male,Electronic accessories,33.21,1,1.6605,34.8705,05-31-2019,13,Ewallet,33.21,4.761904762,1.6605,9.2
177,C,Naypyitaw,Normal,Female,Electronic accessories,90.79,5,22.6975,476.6475,06-15-2019,21,Credit card,453.95,4.761904762,22.6975,4.5
178,A,Naypyitaw,Member,Female,Food and beverages,81.59,8,32.636,685.356,04-11-2019,9,Cash,652.72,4.761904762,32.636,3.4
179,C,Naypyitaw,Member,Female,Sports and travel,39.41,10,19.705,413.805,06-20-2019,21,Ewallet,394.1,4.761904762,19.705,6.1
180,A,Naypyitaw,Normal,Male,Electronic accessories,91.96,3,13.794,289.674,06-24-2019,16,Ewallet,275.88,4.761904762,13.794,4.6
181,A,Mandalay,Member,Male,Electronic accessories,29.44,10,14.72,309.12,06-09-2019,19,Ewallet,294.4,4.761904762,14.72,2.3
182,A,Naypyitaw,Member,Male,Home and lifestyle,31.81,3,4.7715,100.2015,05-11-2019,21,Ewallet,95.42999999999999,4.761904762,4.7715,1.8
183,C,Yangon,Member,Female,Health and beauty,54.16,6,16.248,341.208,05-26-2019,9,Cash,324.96000000000004,4.761904762,16.248,6.2
184,C,Naypyitaw,Member,Male,Electronic accessories,6.99,6,2.097,44.037,06-26-2019,9,Cash,41.94,4.761904762,2.097,2.2
185,B,Yangon,Member,Male,Sports and travel,21.37,1,1.0685,22.4385,05-28-2019,20,,21.37,4.761904762,1.0685,9.9
186,B,Yangon,Normal,Female,Health and beauty,16.68,1,0.834,17.514,04-26-2019,13,Cash,16.68,4.761904762,0.834,7.2
187,B,Naypyitaw,Member,Female,Electronic accessories,7.21,7,2.5235,52.9935,04-07-2019,15,Cash,50.47,4.761904762,2.5235,2.2
188,A,Naypyitaw,Member,Male,Electronic accessories,64.53,4,12.906,271.026,06-19-2019,14,Ewallet,258.12,4.761904762,12.906,4.6
189,B,Yangon,Member,Female,Electronic accessories,13.53,8,5.412,113.652,06-17-2019,10,,108.24,4.761904762,5.412,1.4
190,B,Mandalay,Member,Female,Food and beverages,74.62,3,11.193,235.053,04-12-2019,18,,223.85999999999999,4.761904762,11.193,7.9
191,B,Yangon,Normal,Male,Home and lifestyle,27.18,1,1.359,28.539,04-16-2019,11,Ewallet,27.18,4.761904762,1.359,9
192,C,Naypyitaw,Member,Male,Food and beverages,2.79,3,0.4185,8.7885,05-14-2019,13,,8.370000000000001,4.761904762,0.4185,3.6
193,B,Yangon,Normal,Male,Food and beverages,70.47,4,14.094,295.974,06-17-2019,14,Cash,281.88,4.761904762,14.094,4
194,B,Naypyitaw,Normal,Female,Food and beverages,55.45,3,8.3175,174.6675,04-28-2019,9,Credit card,166.35,4.761904762,8.3175,3.6
195,C,Mandalay,Normal,Male,Food and beverages,69.94,6,20.982,440.622,04-16-2019,10,,419.64,4.761904762,20.982,1.2
196,C,Mandalay,Member,Female,Food and beverages,16.87,7,5.9045,123.9945,05-20-2019,11,Cash,118.09,4.761904762,5.9045,6.5
197,C,Yangon,Normal,Female,Electronic accessories,49.88,2,4.988,104.748,05-30-2019,21,,99.76,4.761904762,4.988,6.8
198,C,Yangon,Member,Female,Sports and travel,67.35,1,3.3675,70.7175,05-09-2019,12,Ewallet,67.35,4.761904762,3.3675,5.8
199,C,Yangon,Normal,Female,Home and lifestyle,7.5,9,3.375,70.875,05-29-2019,14,Credit card,67.5,4.761904762,3.375,5.7
200,C,Mandalay,Normal,Female,Health and beauty,72.34,9,32.553,683.613,06-27-2019,18,,651.0600000000001,4.761904762,32.553,8.1
201,A,Mandalay,Normal,Male,Home and lifestyle,91.55,8,36.62,769.02,06-25-2019,12,,732.4,4.761904762,36.62,3
202,A,Naypyitaw,Normal,Male,Sports and travel,59.45,9,26.7525,561.8025,06-03-2019,19,,535.05,4.761904762,26.7525,9.2
203,B,Naypyitaw,Normal,Female,Home and lifestyle,3.46,6,1.038,21.798,04-25-2019,12,,20.759999999999998,4.761904762,1.038,2.1
204,B,Yangon,Member,Male,Food and beverages,62.43,9,28.0935,589.9635,04-11-2019,20,,561.87,4.761904762,28.0935,3.4
205,A,Naypyitaw,Normal,Male,Electronic accessories,10.54,6,3.162,66.402,05-17-2019,13,Credit card,63.24,4.761904762,3.162,8.8
206,A,Mandalay,Member,Female,Home and lifestyle,7.08,2,0.708,14.868,04-28-2019,14,Cash,14.16,4.761904762,0.708,8.6
207,B,Naypyitaw,Member,Female,Electronic accessories,33.03,8,13.212,277.452,04-24-2019,18,,264.24,4.761904762,13.212,9.5
208,C,Yangon,Normal,Female,Home and lifestyle,68.1,8,27.24,572.04,04-15-2019,18,Cash,544.8,4.761904762,27.24,2.7
209,C,Naypyitaw,Member,Female,Health and beauty,61.34,4,12.268,257.628,06-22-2019,13,Credit card,245.35999999999999,4.761904762,12.268,8.6
210,B,Mandalay,Member,Male,Sports and travel,94.11,7,32.9385,691.7085,06-21-2019,20,Credit card,658.77,4.761904762,32.9385,1.8
211,C,Mandalay,Normal,Female,Electronic accessories,39.69,3,5.9535,125.0235,06-08-2019,17,Credit card,119.07,4.761904762,5.9535,1.2
212,A,Naypyitaw,Normal,Male,Health and beauty,20.01,3,3.0015,63.0315,04-13-2019,12,Ewallet,60.03,4.761904762,3.0015,5.9
213,B,Yangon,Member,Female,Electronic accessories,52.22,2,5.222,109.662,05-26-2019,21,,104.44000000000001,4.761904762,5.222,1.4
214,C,Naypyitaw,Member,Female,Health and beauty,31.18,6,9.354,196.434,05-02-2019,19,Cash,187.07999999999998,4.761904762,9.354,4.4
215,C,Yangon,Normal,Male,Fashion accessories,13.24,3,1.986,41.706,05-06-2019,12,Credit card,39.720000000000006,4.761904762,1.986,9.7
216,C,Naypyitaw,Normal,Female,Fashion accessories,72.75,7,25.4625,534.7125,06-22-2019,17,Ewallet,509.25,4.761904762,25.4625,3.8
217,A,Yangon,Member,Male,Food and beverages,55.59,7,19.4565,408.5865,04-20-2019,19,Cash,389.13,4.761904762,19.4565,7.6
218,C,Mandalay,Normal,Female,Health and beauty,22.09,3,3.3135,69.5835,05-26-2019,12,,66.27,4.761904762,3.3135,7.3
219,C,Mandalay,Member,Male,Health and beauty,50.81,5,12.7025,266.7525,04-09-2019,14,Cash,254.05,4.761904762,12.7025,9.3
220,C,Yangon,Member,Female,Home and lifestyle,90.06,6,27.018,567.378,05-21-2019,16,Credit card,540.36,4.761904762,27.018,8
221,B,Mandalay,Member,Female,Sports and travel,35.89,1,1.7945,37.6845,04-04-2019,11,Cash,35.89,4.761904762,1.7945,7.9
222,B,Yangon,Normal,Female,Food and beverages,23.55,6,7.065,148.365,06-06-2019,18,,141.3,4.761904762,7.065,5.5
223,B,Mandalay,Normal,Male,Food and beverages,69.27,6,20.781,436.401,04-19-2019,17,Cash,415.62,4.761904762,20.781,5.7
224,B,Mandalay,Normal,Female,Food and beverages,65.59,3,9.8385,206.6085,05-14-2019,19,Cash,196.76999999999998,4.761904762,9.8385,9.3
225,C,Naypyitaw,Member,Female,Fashion accessories,11.03,8,4.412,92.652,06-26-2019,21,,88.24,4.761904762,4.412,1.1
226,A,Yangon,Member,Female,Health and beauty,25.87,2,2.587,54.327,05-31-2019,9,,51.739999999999995,4.761904762,2.587,1.3
227,B,Naypyitaw,Member,Male,Health and beauty,60.73,7,21.2555,446.3655,05-04-2019,13,Ewallet,425.11,4.761904762,21.2555,6.1
228,C,Naypyitaw,Normal,Male,Food and beverages,100.16,7,35.056,736.176,04-25-2019,21,Cash,701.12,4.761904762,35.056,1.5
229,C,Mandalay,Member,Male,Sports and travel,17.15,10,8.575,180.075,04-27-2019,16,,171.5,4.761904762,8.575,1.7
230,A,Naypyitaw,Normal,Male,Home and lifestyle,72.9,2,7.29,153.09,05-08-2019,20,,145.8,4.761904762,7.29,4.7
231,C,Naypyitaw,Normal,Male,Health and beauty,56.55,5,14.1375,296.8875,04-03-2019,21,Credit card,282.75,4.761904762,14.1375,7.5
232,B,Naypyitaw,Member,Female,Home and lifestyle,39.69,3,5.9535,125.0235,04-30-2019,16,,119.07,4.761904762,5.9535,5.8
233,B,Mandalay,Normal,Female,Sports and travel,80.76,9,36.342,763.182,04-15-2019,15,Cash,726.84,4.761904762,36.342,4.2
234,A,Naypyitaw,Normal,Male,Food and beverages,82.69,2,8.269,173.649,04-02-2019,12,Cash,165.38,4.761904762,8.269,5.9
235,B,Naypyitaw,Member,Female,Electronic accessories,88.09,10,44.045,924.945,06-24-2019,20,Cash,880.9000000000001,4.761904762,44.045,3.4
236,A,Naypyitaw,Member,Female,Electronic accessories,71.08,10,35.54,746.34,04-09-2019,17,Ewallet,710.8000000000001,4.761904762,35.54,2.3
237,C,Yangon,Member,Female,Fashion accessories,80.23,5,20.0575,421.2075,06-01-2019,21,Ewallet,401.15,4.761904762,20.0575,9.3
238,B,Mandalay,Member,Male,Sports and travel,34.5,10,17.25,362.25,06-26-2019,12,,345,4.761904762,17.25,1.1
239,C,Yangon,Normal,Male,Electronic accessories,9.41,1,0.4705,9.8805,06-28-2019,10,,9.41,4.761904762,0.4705,6
240,A,Yangon,Normal,Male,Sports and travel,12.27,1,0.6135,12.8835,06-28-2019,12,,12.27,4.761904762,0.6135,8
241,B,Naypyitaw,Normal,Male,Food and beverages,42.41,2,4.241,89.061,04-03-2019,10,Ewallet,84.82000000000001,4.761904762,4.241,5.6
242,C,Mandalay,Normal,Male,Sports and travel,51.82,2,5.182,108.822,06-05-2019,17,,103.64,4.761904762,5.182,6.1
243,B,Yangon,Normal,Female,Food and beverages,9.65,6,2.895,60.795,05-18-2019,18,Cash,57.9,4.761904762,2.895,4.5
244,C,Yangon,Normal,Male,Sports and travel,79.8,5,19.95,418.95,04-30-2019,20,Ewallet,399,4.761904762,19.95,7.8
245,B,Naypyitaw,Normal,Male,Health and beauty,1.06,1,0.053,1.113,06-13-2019,11,,1.06,4.761904762,0.053,5.3
246,C,Yangon,Member,Female,Electronic accessories,98.14,7,34.349,721.329,05-24-2019,9,Ewallet,686.9799999999999,4.761904762,34.349,6.9
247,A,Yangon,Normal,Male,Sports and travel,63.98,1,3.199,67.179,05-30-2019,13,Ewallet,63.980000000000004,4.761904762,3.199,1.9
248,C,Mandalay,Normal,Female,Fashion accessories,43.72,6,13.116,275.436,05-31-2019,19,Cash,262.32,4.761904762,13.116,1.5
249,C,Mandalay,Normal,Male,Electronic accessories,69.84,2,6.984,146.664,04-23-2019,18,Credit card,139.67999999999998,4.761904762,6.984,6.4
250,A,Naypyitaw,Normal,Male,Home and lifestyle,99.59,8,39.836,836.556,05-07-2019,21,Cash,796.72,4.761904762,39.836,1.9
251,A,Mandalay,Member,Male,Sports and travel,8,7,2.8,58.8,05-15-2019,17,Ewallet,56,4.761904762,2.8,8.6
252,C,Mandalay,Member,Male,Electronic accessories,4.96,2,0.496,10.416,05-06-2019,9,Ewallet,9.92,4.761904762,0.496,4.3
253,C,Yangon,Normal,Male,Health and beauty,37.32,6,11.196,235.116,05-18-2019,16,,223.92000000000002,4.761904762,11.196,3.9
254,C,Mandalay,Member,Male,Home and lifestyle,74.06,8,29.624,622.104,05-04-2019,17,Cash,592.48,4.761904762,29.624,9.5
255,B,Mandalay,Normal,Male,Electronic accessories,39.56,3,5.934,124.614,06-23-2019,21,Ewallet,118.68,4.761904762,5.934,4
256,A,Mandalay,Normal,Female,Health and beauty,45.06,9,20.277,425.817,06-29-2019,21,Credit card,405.54,4.761904762,20.277,8.3
257,C,Mandalay,Member,Female,Sports and travel,40.54,5,10.135,212.835,05-18-2019,12,Ewallet,202.70000000000002,4.761904762,10.135,8.6
258,A,Naypyitaw,Normal,Female,Health and beauty,91.8,7,32.13,674.73,04-05-2019,19,Cash,642.6,4.761904762,32.13,2
259,B,Yangon,Member,Female,Food and beverages,34.93,7,12.2255,256.7355,04-07-2019,9,Cash,244.51,4.761904762,12.2255,3
260,B,Naypyitaw,Normal,Female,Home and lifestyle,29.41,7,10.2935,216.1635,05-15-2019,11,Ewallet,205.87,4.761904762,10.2935,2.9
261,A,Yangon,Member,Female,Electronic accessories,3.26,6,0.978,20.538,06-05-2019,9,Ewallet,19.56,4.761904762,0.978,2.7
262,C,Mandalay,Normal,Female,Fashion accessories,30.33,9,13.6485,286.6185,05-10-2019,13,,272.96999999999997,4.761904762,13.6485,1.9
263,A,Mandalay,Member,Female,Fashion accessories,11.24,4,2.248,47.208,06-28-2019,18,,44.96,4.761904762,2.248,3.4
264,A,Mandalay,Normal,Male,Food and beverages,86.82,10,43.41,911.61,05-02-2019,12,Ewallet,868.2,4.761904762,43.41,4
265,C,Yangon,Member,Female,Food and beverages,64.33,6,19.299,405.279,05-29-2019,10,Ewallet,385.98,4.761904762,19.299,7.3
266,A,Yangon,Normal,Male,Electronic accessories,48.82,10,24.41,512.61,06-28-2019,10,,488.2,4.761904762,24.41,6.8
267,C,Mandalay,Member,Female,Health and beauty,12.28,3,1.842,38.682,05-26-2019,11,Credit card,36.84,4.761904762,1.842,1.4
268,B,Yangon,Normal,Male,Home and lifestyle,35.45,7,12.4075,260.5575,05-13-2019,15,Ewallet,248.15,4.761904762,12.4075,6.5
269,C,Naypyitaw,Normal,Male,Electronic accessories,49.52,5,12.38,259.98,05-30-2019,18,,247.60000000000002,4.761904762,12.38,7
270,B,Naypyitaw,Normal,Male,Sports and travel,58.82,6,17.646,370.566,06-19-2019,16,Credit card,352.91999999999996,4.761904762,17.646,1.1
271,A,Yangon,Normal,Female,Fashion accessories,16.87,10,8.435,177.135,05-25-2019,21,Cash,168.7,4.761904762,8.435,9.6
272,A,Yangon,Normal,Female,Food and beverages,98.14,3,14.721,309.141,04-23-2019,16,Credit card,294.42,4.761904762,14.721,7.8
273,A,Naypyitaw,Normal,Female,Sports and travel,76.72,8,30.688,644.448,05-23-2019,12,,613.76,4.761904762,30.688,1.6
274,A,Naypyitaw,Normal,Male,Sports and travel,39.57,9,17.8065,373.9365,04-09-2019,15,Credit card,356.13,4.761904762,17.8065,5.7
275,C,Mandalay,Normal,Female,Electronic accessories,30.89,9,13.9005,291.9105,06-22-2019,18,Cash,278.01,4.761904762,13.9005,3.2
276,A,Yangon,Normal,Female,Food and beverages,92.68,7,32.438,681.198,05-29-2019,13,,648.76,4.761904762,32.438,6.5
277,B,Naypyitaw,Member,Female,Food and beverages,50.3,1,2.515,52.815,06-26-2019,13,Credit card,50.3,4.761904762,2.515,7.6
278,C,Naypyitaw,Normal,Male,Health and beauty,61.95,4,12.39,260.19,04-23-2019,14,,247.8,4.761904762,12.39,1.4
279,C,Naypyitaw,Member,Female,Fashion accessories,39.02,7,13.657,286.797,06-10-2019,14,Ewallet,273.14000000000004,4.761904762,13.657,9.9
280,B,Naypyitaw,Member,Male,Food and beverages,9.2,6,2.76,57.96,05-14-2019,15,Ewallet,55.2,4.761904762,2.76,6.7
281,C,Naypyitaw,Member,Female,Health and beauty,57.29,2,5.729,120.309,04-16-2019,15,Ewallet,114.58,4.761904762,5.729,3.7
282,B,Yangon,Normal,Female,Sports and travel,80.8,2,8.08,169.68,06-24-2019,11,Credit card,161.6,4.761904762,8.08,5.6
283,B,Mandalay,Normal,Female,Home and lifestyle,47.09,6,14.127,296.667,06-11-2019,15,Cash,282.53999999999996,4.761904762,14.127,4.5
284,C,Yangon,Member,Female,Electronic accessories,60.45,6,18.135,380.835,05-12-2019,11,Cash,362.7,4.761904762,18.135,8.8
285,B,Mandalay,Member,Female,Home and lifestyle,97.86,8,39.144,822.024,05-20-2019,15,,782.88,4.761904762,39.144,4.9
286,A,Yangon,Member,Male,Home and lifestyle,28.62,7,10.017,210.357,05-08-2019,19,,200.34,4.761904762,10.017,2.3
287,C,Yangon,Normal,Female,Home and lifestyle,61.47,6,18.441,387.261,06-08-2019,12,Credit card,368.82000000000005,4.761904762,18.441,5
288,C,Naypyitaw,Member,Male,Food and beverages,27.78,3,4.167,87.507,04-04-2019,15,Ewallet,83.34,4.761904762,4.167,5.3
289,A,Mandalay,Member,Male,Home and lifestyle,7.34,2,0.734,15.414,06-17-2019,13,Ewallet,14.68,4.761904762,0.734,3.2
290,C,Yangon,Normal,Male,Health and beauty,66.16,3,9.924,208.404,04-28-2019,21,Cash,198.48,4.761904762,9.924,2.1
291,B,Naypyitaw,Normal,Female,Health and beauty,67.2,6,20.16,423.36,05-20-2019,9,Credit card,403.2,4.761904762,20.16,5.3
292,A,Mandalay,Member,Male,Fashion accessories,57.06,4,11.412,239.652,05-21-2019,12,Credit card,228.23999999999998,4.761904762,11.412,6.6
293,B,Naypyitaw,Normal,Male,Food and beverages,79.58,2,7.958,167.118,06-06-2019,15,Cash,159.16,4.761904762,7.958,2
